,Years,Data,size,articles
232,2014-10,1970,1,"US tidal floods will be 'chronic' in 15 yrs, study claims"
233,2014-10,1998,1,Scientists show IQs on the rise
234,2014-10,1999,1,Arrays of tiny conical tips that eject ionized materials could fabricate nanoscale devices cheaply
235,2014-10,2001,2,Majorana fermion: Physicists observe elusive particle that is its own antiparticle<br>NASA investigating deep-space hibernation technology
236,2014-10,2004,2,Obstacles to a revolution in air technology<br>NASA is catalyst for hydrogen technology
237,2014-10,2005,1,NASA is catalyst for hydrogen technology
238,2014-10,2006,2,NASA is catalyst for hydrogen technology<br>Electric-car drivers trading gas for solar power (Update)
239,2014-10,2008,1,Beating battery drain: Power-conserving chip may increase smartphone battery life
240,2014-10,2009,1,Beating battery drain: Power-conserving chip may increase smartphone battery life
241,2014-10,2010,1,Beating battery drain: Power-conserving chip may increase smartphone battery life
242,2014-10,2011,2,Electric-car drivers trading gas for solar power (Update)<br>Scientists show IQs on the rise
243,2014-10,2012,5,"Majorana fermion: Physicists observe elusive particle that is its own antiparticle<br>US tidal floods will be 'chronic' in 15 yrs, study claims<br>UW fusion reactor concept could be cheaper than coal<br>Physicists set new records for silicon quantum computing<br>Electric-car drivers trading gas for solar power (Update)"
244,2014-10,2013,7,"Battery system will be able to light 2,500 homes<br>Majorana fermion: Physicists observe elusive particle that is its own antiparticle<br>Physicists set new records for silicon quantum computing<br>NASA is catalyst for hydrogen technology<br>Is big data heading for its 'horsemeat moment'?<br>Beating battery drain: Power-conserving chip may increase smartphone battery life<br>Electric-car drivers trading gas for solar power (Update)"
245,2014-10,2014,27,"Nanoparticles accumulate quickly in wetland sediment<br>Majorana fermion: Physicists observe elusive particle that is its own antiparticle<br>US tidal floods will be 'chronic' in 15 yrs, study claims<br>'Endless possibilities' for bio-nanotechnology<br>Kafka's The Metamorphosis, robot style<br>UW fusion reactor concept could be cheaper than coal<br>It is rocket science! World's first 3D craft set for take-off<br>Obstacles to a revolution in air technology<br>Physicists set new records for silicon quantum computing<br>Microrobots armed with new force-sensing system to probe cells<br>NASA investigating deep-space hibernation technology<br>Flexible paper electrodes with ultra-high loading for lithium-sulfur batteries<br>World record in data transmission with smart circuits<br>NASA is catalyst for hydrogen technology<br>Is big data heading for its 'horsemeat moment'?<br>Global boom in hydropower expected this decade<br>Off-grid German village banks on wind, sun, pig manure<br>Breakthrough in molecular electronics paves the way for DNA-based computer circuits in the future<br>New intelligence analytics uncover hidden criminal activity in just seconds<br>Now in aisle 3 at Lowe's: robots<br>Beating battery drain: Power-conserving chip may increase smartphone battery life<br>Electric-car drivers trading gas for solar power (Update)<br>Supersonic laser-propelled rockets<br>The science of charismatic voices<br>Use asteroids as stepping stones to Mars: Richard Binzel on NASA's asteroid redirect mission<br>'Nanomotor lithography' answers call for affordable, simpler device manufacturing<br>US theaters advised to ban 'smart' watches and glasses"
246,2014-10,2015,6,"Toshiba develops lifelike communication android<br>Japan firm showcases Bat-Signal of the future<br>Off-grid German village banks on wind, sun, pig manure<br>Beating battery drain: Power-conserving chip may increase smartphone battery life<br>Fully integrating solar power into building design<br>The science of charismatic voices"
247,2014-10,2016,1,Fully integrating solar power into building design
248,2014-10,2020,1,Toshiba develops lifelike communication android
249,2014-10,2022,2,"NASA is catalyst for hydrogen technology<br>Off-grid German village banks on wind, sun, pig manure"
250,2014-10,2024,1,"Battery system will be able to light 2,500 homes"
251,2014-10,2030,1,"US tidal floods will be 'chronic' in 15 yrs, study claims"
252,2014-10,2045,1,"US tidal floods will be 'chronic' in 15 yrs, study claims"
253,2014-11,835,1,Europe set to make space history with comet landing
254,2014-11,1602,1,Europe set to make space history with comet landing
255,2014-11,1914,1,"After Mars, India space chief aims for the moon"
256,2014-11,1942,1,Europe set to make space history with comet landing
257,2014-11,1957,1,Europe set to make space history with comet landing
258,2014-11,1959,1,Europe set to make space history with comet landing
259,2014-11,1960,1,Preparing for alien life
260,2014-11,1966,1,Europe set to make space history with comet landing
261,2014-11,1969,1,Europe set to make space history with comet landing
262,2014-11,1971,1,US military looks for the elusive mothership
263,2014-11,1973,1,Europe set to make space history with comet landing
264,2014-11,1974,1,"After Mars, India space chief aims for the moon"
265,2014-11,1977,1,Europe set to make space history with comet landing
266,2014-11,1983,1,Europe set to make space history with comet landing
267,2014-11,1986,1,Europe set to make space history with comet landing
268,2014-11,1987,1,Self-doping may be the key to superconductivity in room temperature
269,2014-11,1989,1,Europe set to make space history with comet landing
270,2014-11,1990,1,Europe set to make space history with comet landing
271,2014-11,1993,2,"Europe set to make space history with comet landing<br>Researchers move ultrafast, low-cost DNA sequencing technology a step closer to reality"
272,2014-11,1994,1,Simon's algorithm run on quantum computer for the first time—faster than on standard computer
273,2014-11,1995,1,Europe set to make space history with comet landing
274,2014-11,1997,1,Europe set to make space history with comet landing
275,2014-11,1998,1,Europe set to make space history with comet landing
276,2014-11,2000,1,Google going where no search engine has gone before: Amit Singhal
277,2014-11,2001,2,Europe set to make space history with comet landing<br>Global quantum communications—no longer the stuff of fiction?
278,2014-11,2004,1,Europe set to make space history with comet landing
279,2014-11,2005,2,"Europe set to make space history with comet landing<br>Researchers move ultrafast, low-cost DNA sequencing technology a step closer to reality"
280,2014-11,2006,1,Europe set to make space history with comet landing
281,2014-11,2009,1,Europe set to make space history with comet landing
282,2014-11,2010,3,Refreshable Braille gets an engineer's touch<br>Social inequality on the Internet also on the increase<br>Automakers aim to drive away car computer hackers
283,2014-11,2011,2,Europe set to make space history with comet landing<br>Scientists light the way for future electronic devices
284,2014-11,2012,5,Soil-free farming prepares next generation for Green Energy future<br>Europe set to make space history with comet landing<br>Japanese blueprint sees modern Atlantis spiral deep into ocean<br>New 3D printing process could lead to DIY drugstores<br>Automakers aim to drive away car computer hackers
285,2014-11,2013,4,"Preparing for alien life<br>US military looks for the elusive mothership<br>40,000-year-old blood brings mammoth cloning closer<br>Automakers aim to drive away car computer hackers"
286,2014-11,2014,20,"Jet-fueled electricity at room temperature: New fuel cell can run without high heat<br>Synthetic biology could be big boost to interplanetary space travel<br>New research lights the way to super-fast computers<br>Frontiers in mineral exploration<br>Europe set to make space history with comet landing<br>NASA tests revolutionary shape changing aircraft flap for the first time<br>New materials yield record efficiency polymer solar cells<br>After Mars, India space chief aims for the moon<br>Dutchman has bitcoin 'wallets' inserted in hands<br>Refreshable Braille gets an engineer's touch<br>Europe's 3-D printer set for Space Station<br>Scientists light the way for future electronic devices<br>Magic tricks created using artificial intelligence for the first time<br>US military looks for the elusive mothership<br>40,000-year-old blood brings mammoth cloning closer<br>Researchers move ultrafast, low-cost DNA sequencing technology a step closer to reality<br>A brief history of exo-Earths and the search for life elsewhere<br>Building a better battery<br>Shaping the future of energy storage with conductive clay<br>Automakers aim to drive away car computer hackers"
287,2014-11,2015,7,"Europe set to make space history with comet landing<br>Refreshable Braille gets an engineer's touch<br>Europe's 3-D printer set for Space Station<br>Social inequality on the Internet also on the increase<br>Japan toymaker unveils tiny talking, singing humanoid<br>Building a better battery<br>Global quantum communications—no longer the stuff of fiction?"
288,2014-11,2017,2,"After Mars, India space chief aims for the moon<br>Building a better battery"
289,2014-11,2018,3,Europe set to make space history with comet landing<br>Preparing for alien life<br>A brief history of exo-Earths and the search for life elsewhere
